,workerid,key,value
1800,W793b221e39,trialDataFile,exp2_split4
1801,W793b221e39,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1802,W793b221e39,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1803,W793b221e39,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":7}"
1804,W793b221e39,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":7}"
1805,W793b221e39,quizFailed,"{""attempt"":3,""correct"":3,""total"":7}"
1806,W1fc71d097d,startTime,Fri Apr 29 2022 14:42:10 GMT+0100 (British Summer Time)
1807,W1fc71d097d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1808,W1fc71d097d,trialDataFile,exp2_split2
1809,W1fc71d097d,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1810,W1fc71d097d,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
1811,W1fc71d097d,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1812,W1fc71d097d,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1813,W1fc71d097d,bonus,2
1814,W9e4557a954,startTime,Fri Apr 29 2022 14:42:52 GMT+0100 (British Summer Time)
1815,W9e4557a954,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1816,W9e4557a954,trialDataFile,exp2_split4
1817,W9e4557a954,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1818,W9e4557a954,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1819,W9e4557a954,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1820,W9e4557a954,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1821,W9e4557a954,bonus,2
1822,W9faa9300a6,startTime,Tue Apr 19 2022 14:24:49 GMT+0000 (Coordinated Universal Time)
1823,W9faa9300a6,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1824,W9faa9300a6,trialDataFile,exp2_split2
1825,W9faa9300a6,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1826,W9faa9300a6,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1827,W9faa9300a6,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
1828,W9faa9300a6,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":4}"
1829,W9faa9300a6,quizFailed,"{""attempt"":3,""correct"":2,""total"":4}"
1830,W33d48e1e68,startTime,Tue Apr 19 2022 15:27:06 GMT+0100 (British Summer Time)
1831,W33d48e1e68,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1832,W33d48e1e68,trialDataFile,exp2_split4
1833,W33d48e1e68,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1834,W33d48e1e68,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1835,W33d48e1e68,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1836,W33d48e1e68,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1837,W33d48e1e68,bonus,2
1838,Wd0acb1eaa6,startTime,Tue Apr 19 2022 09:24:57 GMT-0500 (Central Daylight Time)
1839,Wd0acb1eaa6,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1840,Wd0acb1eaa6,trialDataFile,exp2_split4
1841,Wd0acb1eaa6,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1842,Wd0acb1eaa6,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1843,Wd0acb1eaa6,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
1844,Wd0acb1eaa6,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1845,Wd0acb1eaa6,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
1846,Wd0acb1eaa6,bonus,2
1847,Wd2f6110b30,startTime,Tue Apr 19 2022 15:25:09 GMT+0100 (British Summer Time)
1848,W8a4ff9de8d,startTime,Fri Apr 29 2022 13:52:48 GMT+0100 (British Summer Time)
1849,W8a4ff9de8d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1850,W8a4ff9de8d,trialDataFile,exp2_split2
1851,W8a4ff9de8d,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1852,W8a4ff9de8d,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1853,W8a4ff9de8d,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1854,W8a4ff9de8d,bonus,2
1855,W611c579f26,startTime,Tue Apr 19 2022 15:25:47 GMT+0100 (British Summer Time)
1856,W611c579f26,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1857,W611c579f26,trialDataFile,exp2_split2
1858,W611c579f26,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1859,W611c579f26,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1860,W611c579f26,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1861,W611c579f26,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1862,W611c579f26,bonus,2
1863,W20d327e401,startTime,Tue Apr 19 2022 15:25:05 GMT+0100 (British Summer Time)
1864,W20d327e401,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1865,W20d327e401,trialDataFile,exp2_split2
1866,W20d327e401,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1867,W20d327e401,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1868,W20d327e401,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1869,W20d327e401,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1870,W20d327e401,bonus,2
1871,W981213438e,startTime,Tue Apr 19 2022 15:24:19 GMT+0100 (British Summer Time)
1872,W981213438e,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1873,W981213438e,trialDataFile,exp2_split4
1874,W981213438e,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1875,W981213438e,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1876,W981213438e,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1877,W981213438e,bonus,2
1878,W6ea5815307,startTime,Tue Apr 19 2022 15:24:40 GMT+0100 (British Summer Time)
1879,W6ea5815307,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1880,W6ea5815307,trialDataFile,exp2_split2
1881,W6ea5815307,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1882,W6ea5815307,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1883,W6ea5815307,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1884,W6ea5815307,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1885,W6ea5815307,bonus,2
1886,W6d2165aa36,startTime,Tue Apr 19 2022 15:25:59 GMT+0100 (British Summer Time)
1887,W6d2165aa36,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1888,W6d2165aa36,trialDataFile,exp2_split2
1889,W6d2165aa36,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1890,W6d2165aa36,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1891,W6d2165aa36,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1892,W6d2165aa36,bonus,2
1893,W0cbb884cea,startTime,Fri Apr 29 2022 14:09:16 GMT+0100 (British Summer Time)
1894,W0cbb884cea,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1895,W0cbb884cea,trialDataFile,exp2_split1
1896,W0cbb884cea,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1897,W0cbb884cea,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1898,W0cbb884cea,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1899,W0cbb884cea,bonus,2
1900,W1c6b08d17e,startTime,Fri Apr 29 2022 14:08:13 GMT+0100 (BST)
1901,W1c6b08d17e,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1902,W1c6b08d17e,trialDataFile,exp2_split1
1903,W1c6b08d17e,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
1904,W1c6b08d17e,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1905,W1c6b08d17e,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1906,W1c6b08d17e,bonus,2
1907,W3f462c054d,startTime,Fri Apr 29 2022 14:09:32 GMT+0100 (British Summer Time)
1908,W3f462c054d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1909,W3f462c054d,trialDataFile,exp2_split3
1910,W3f462c054d,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1911,W3f462c054d,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1912,W3f462c054d,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1913,W3f462c054d,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1914,W3f462c054d,bonus,2
1915,W48877a8e13,startTime,Fri Apr 29 2022 14:09:53 GMT+0100 (British Summer Time)
1916,W48877a8e13,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1917,W48877a8e13,trialDataFile,exp2_split4
1918,W48877a8e13,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
1919,W48877a8e13,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1920,W48877a8e13,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1921,W48877a8e13,bonus,2
1922,Wabe78665b3,startTime,Fri Apr 29 2022 14:09:31 GMT+0100 (British Summer Time)
1923,Wabe78665b3,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1924,Wabe78665b3,trialDataFile,exp2_split4
1925,Wabe78665b3,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1926,Wabe78665b3,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1927,Wabe78665b3,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1928,Wabe78665b3,bonus,2
1929,Wbba80377bc,startTime,Tue Apr 19 2022 15:26:30 GMT+0100 (British Summer Time)
1930,Wbba80377bc,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1931,Wbba80377bc,trialDataFile,exp2_split4
1932,Wbba80377bc,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
1933,Wbba80377bc,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1934,Wbba80377bc,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1935,Wbba80377bc,bonus,2
1936,W121663531b,startTime,Fri Apr 29 2022 14:07:43 GMT+0100 (British Summer Time)
1937,W121663531b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1938,W121663531b,trialDataFile,exp2_split2
1939,W121663531b,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1940,W121663531b,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1941,W121663531b,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1942,W121663531b,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1943,W121663531b,bonus,2
1944,W8158dbdde4,startTime,Fri Apr 29 2022 13:44:46 GMT+0100 (British Summer Time)
1945,W8158dbdde4,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1946,W8158dbdde4,trialDataFile,exp2_split3
1947,W8158dbdde4,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1948,W8158dbdde4,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1949,W8158dbdde4,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1950,W8158dbdde4,bonus,2
1951,W97318a0534,startTime,Tue Apr 19 2022 15:28:30 GMT+0100 (British Summer Time)
1952,W2d8baed1b1,startTime,Tue Apr 19 2022 15:26:23 GMT+0100 (British Summer Time)
1953,W2d8baed1b1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1954,W2d8baed1b1,trialDataFile,exp2_split3
1955,W2d8baed1b1,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1956,W2d8baed1b1,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1957,W2d8baed1b1,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
1958,W2d8baed1b1,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
1959,W2d8baed1b1,bonus,2
1960,Wfe1f8e40c7,startTime,Tue Apr 19 2022 15:27:26 GMT+0100 (British Summer Time)
1961,Wfe1f8e40c7,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1962,Wfe1f8e40c7,trialDataFile,exp2_split4
1963,Wfe1f8e40c7,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1964,Wfe1f8e40c7,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1965,Wfe1f8e40c7,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1966,Wfe1f8e40c7,bonus,2
1967,Wcf2b1e8fe2,startTime,Tue Apr 19 2022 15:25:33 GMT+0100 (British Summer Time)
1968,Wcf2b1e8fe2,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1969,Wcf2b1e8fe2,trialDataFile,exp2_split3
1970,Wcf2b1e8fe2,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1971,Wcf2b1e8fe2,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
1972,Wcf2b1e8fe2,quizAttempt-2,"{""attempt"":2,""correct"":13,""total"":16}"
1973,Wcf2b1e8fe2,quizAttempt-3,"{""attempt"":3,""correct"":8,""total"":10}"
1974,Wcf2b1e8fe2,quizFailed,"{""attempt"":3,""correct"":8,""total"":10}"
1975,W335e40ed25,startTime,Fri Apr 29 2022 13:59:51 GMT+0100 (British Summer Time)
1976,W335e40ed25,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1977,W335e40ed25,trialDataFile,exp2_split4
1978,W335e40ed25,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1979,W335e40ed25,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1980,W335e40ed25,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1981,W335e40ed25,bonus,2
1982,Wd89bd6b316,startTime,Fri Apr 29 2022 08:09:07 GMT-0500 (Central Daylight Time)
1983,Wd89bd6b316,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1984,Wd89bd6b316,trialDataFile,exp2_split1
1985,Wd89bd6b316,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1986,Wd89bd6b316,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
1987,Wd89bd6b316,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1988,Wd89bd6b316,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1989,Wd89bd6b316,bonus,2
1990,W73e3bb6626,startTime,Fri Apr 29 2022 13:55:02 GMT+0100 (British Summer Time)
1991,W73e3bb6626,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1992,W73e3bb6626,trialDataFile,exp2_split3
1993,W73e3bb6626,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
1994,W73e3bb6626,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1995,W73e3bb6626,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1996,W73e3bb6626,bonus,2
1997,W720d28078b,startTime,Fri Apr 29 2022 14:08:24 GMT+0100 (Irish Standard Time)
1998,W720d28078b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1999,W720d28078b,trialDataFile,exp2_split4
2000,W720d28078b,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
2001,W720d28078b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2002,W720d28078b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2003,W720d28078b,bonus,2
2004,W7abf294121,startTime,Fri Apr 29 2022 14:08:27 GMT+0100 (British Summer Time)
2005,W7abf294121,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
2006,W7abf294121,trialDataFile,exp2_split4
2007,W7abf294121,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
2008,W7abf294121,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2009,W7abf294121,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2010,W7abf294121,bonus,2
2011,W939a607735,startTime,Fri Apr 29 2022 14:10:00 GMT+0100 (British Summer Time)
2012,W939a607735,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
2013,W939a607735,trialDataFile,exp2_split1
2014,W939a607735,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
2015,W939a607735,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2016,W939a607735,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
2017,W939a607735,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
2018,W939a607735,bonus,2
2019,Wcd52036c9f,startTime,Tue Apr 19 2022 15:29:20 GMT+0100 (British Summer Time)
2020,Wcd52036c9f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
2021,Wcd52036c9f,trialDataFile,exp2_split4
2022,Wcd52036c9f,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
2023,Wcd52036c9f,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2024,Wcd52036c9f,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
2025,Wcd52036c9f,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
2026,Wcd52036c9f,bonus,2
2027,W38772412b9,startTime,Tue Apr 19 2022 15:27:24 GMT+0100 (British Summer Time)
2028,W38772412b9,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
2029,W38772412b9,trialDataFile,exp2_split4
2030,W38772412b9,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
2031,W38772412b9,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
2032,W38772412b9,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":7}"
2033,W38772412b9,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
2034,W38772412b9,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
2035,W38772412b9,bonus,2
2036,W7f24e00fb0,startTime,Tue Apr 19 2022 15:30:13 GMT+0100 (British Summer Time)
2037,W7f24e00fb0,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
2038,W7f24e00fb0,trialDataFile,exp2_split3
2039,W7f24e00fb0,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
2040,W7f24e00fb0,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2041,W7f24e00fb0,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2042,W7f24e00fb0,bonus,2
2043,W2f311481b2,startTime,Tue Apr 19 2022 10:31:17 GMT-0400 (Eastern Daylight Time)
2044,W2f311481b2,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
2045,W2f311481b2,trialDataFile,exp2_split4
2046,W2f311481b2,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
2047,W2f311481b2,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2048,W2f311481b2,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2049,W2f311481b2,bonus,2
2050,W6c63096f3e,startTime,Tue Apr 19 2022 15:27:13 GMT+0100 (British Summer Time)
2051,W6c63096f3e,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
2052,W6c63096f3e,trialDataFile,exp2_split4
2053,W6c63096f3e,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
2054,W6c63096f3e,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2055,W6c63096f3e,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
2056,W6c63096f3e,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
2057,W6c63096f3e,bonus,2
2058,Wfeeaa86c40,startTime,Fri Apr 29 2022 14:09:14 GMT+0100 (BST)
2059,Wc561805510,startTime,Fri Apr 29 2022 09:09:10 GMT-0400 (Eastern Daylight Time)
2060,Wc561805510,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
2061,Wc561805510,trialDataFile,exp2_split4
2062,Wc561805510,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
2063,Wc561805510,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2064,Wc561805510,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
2065,Wc561805510,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
2066,Wc561805510,bonus,2
2067,W0f2fdc3539,startTime,Fri Apr 29 2022 14:09:59 GMT+0100 (British Summer Time)
2068,W0f2fdc3539,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
2069,W0f2fdc3539,trialDataFile,exp2_split3
2070,W0f2fdc3539,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
2071,W0f2fdc3539,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2072,W0f2fdc3539,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
2073,W0f2fdc3539,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
2074,W0f2fdc3539,bonus,2
2075,W188c71aede,startTime,Fri Apr 29 2022 14:09:38 GMT+0100 (British Summer Time)
2076,W188c71aede,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
2077,W188c71aede,trialDataFile,exp2_split1
2078,W188c71aede,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
2079,W188c71aede,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2080,W188c71aede,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2081,W188c71aede,bonus,2
2082,W287c2ca9c0,startTime,Fri Apr 29 2022 14:09:35 GMT+0100 (British Summer Time)
2083,W287c2ca9c0,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
2084,W287c2ca9c0,trialDataFile,exp2_split1
2085,W287c2ca9c0,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
2086,W287c2ca9c0,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
2087,W287c2ca9c0,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
2088,W287c2ca9c0,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
2089,W287c2ca9c0,bonus,2
2090,W55e4ebd5f4,startTime,Fri Apr 29 2022 14:09:55 GMT+0100 (British Summer Time)
2091,W55e4ebd5f4,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
2092,W55e4ebd5f4,trialDataFile,exp2_split3
2093,W55e4ebd5f4,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
2094,W55e4ebd5f4,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
2095,W55e4ebd5f4,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
2096,W55e4ebd5f4,bonus,2
2097,Wc4dbfacdd5,startTime,Fri Apr 29 2022 14:43:37 GMT+0100 (British Summer Time)
